#REPLACE,0,0,0,0,0,0,0,0,LOS in tiles/10 (so 50 means 5 tiles),LOS to infantry in cover/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sound effect played on an impact,0,0,0,Total men in unit,Relative size of unit - minimum size of normal units is 200. Light Foot and Light Horse units should not exceed 300. Dragoons should not exceed 400 but are normally 300. Commanded Shot should not exceed 300 but are normally 200.,"0 = Unarm, 100=Arm, 200 = Heav Arm, 300 - Fully Arm. Adjust to proportions in unit",,,Whether these should be kept in reserve at the back of the deployment,Combat Capabilities (% of unit that has them),,,,,,,,,,,,,,,,,,,Defined here only so that they are available before INIT_UnitData() is called. Values from Squads.csv will not necessarily  be used - should be set at zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Madeby,SoundBank,Type,IconID,ManCount,IconSIze,IconHeight,LOS,CoverLOS,Cost,DeathAngle,ViewFlags,AP,Speed,MoveCost,FireDirectionOffset,AssetFilename,Morale,Transport,CanBeCarried,Blocking,ScoutRange,HE_TileDamage,SFXImpact,Shots,AmbushSkill,TurnRate,TotalMen,UnitSize,BodyArmour,Experience,Elan,Reserve,Light_Artillery,Heavy_Artillery,Handgun,Bombs,Bow,Longbow,Crossbow,Sling,Javelins,Darts,Heavy_Lancers,Light_Lancers,Impact_Foot,Pike,Heavy_Weapon,Offensive_Spearmen,Defensive_Spearmen,Light_Spear,Swordsmen,MoraleState,Attacking,SeasonalMultiplier,Startdate,Endate,General,UnitScaling,ShaderValue,BannerHeight,3DViewZoom,3DViewHeight,##0,##1,##2,##3,Mixed,Stakes,Gunpowder,Placeholder,,,,,,,,,,,,,,,,,,,,,,,,
Indian_L_Chariots,78,Allies,2,Light_Chariots,Jinetes,1,60,25,200,20,44,0,2,16,900,1,0,Indian_L_Chariot,100,0,0,0,1,0,-1,1,0,200,100,400,0,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,0,85,45,750,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Medium_Archers,79,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,36,0,1,10,600,1,0,Medium_archers,100,0,0,0,0,0,-1,1,0,200,480,600,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Well_Armed_Slaves,80,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,44,0,1,10,600,1,0,well_armed_slaves,100,0,0,0,1,0,-1,1,0,200,480,600,67,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Poorly_Armed_Slaves,81,Allies,2,Mob,Pikes,12,60,25,200,20,34,0,1,10,600,1,0,Poorly_Arm_Slaves,100,0,0,0,1,0,-1,1,0,200,600,750,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,0,3,-100,17,500,,Well_Armed_Slaves,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Rhoxolani_Cavalry,82,Allies,2,Cavalry,Jinetes,4,60,25,200,20,51,0,2,16,900,1,0,Rhoxolani_Cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Scots_Irish,85,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,33,0,1,10,600,1,0,Scots_Irish,100,0,0,0,1,0,-1,1,0,200,480,600,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Sup_Scots_Irish,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sup_Scots_Irish,86,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,45,0,1,10,600,1,0,sup_scots_irish,100,0,0,0,1,0,-1,1,0,200,480,600,25,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Scythed_Chariots,87,Allies,2,Scythed_Chariots,Elephants,1,60,35,200,20,48,0,2,16,900,1,0,Scythed_chariots,100,0,0,0,1,0,-1,1,0,200,50,400,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,0,85,50,750,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Light_Archers,88,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,30,0,1,12,600,1,0,Pers_Lt_Archers,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Medium_Archers,89,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,36,0,1,10,600,1,0,Pers_Med_Archers,100,0,0,0,0,0,-1,1,0,200,480,600,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Light_Slingers,90,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,27,0,1,12,600,1,0,persian_slingers,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Barbarian_Light_Archers,91,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,30,0,1,12,600,1,0,Barb_Light_Archers,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Barbarian_Medium_Archers,92,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,36,0,1,10,600,1,0,Barb_Med_Archers,100,0,0,0,0,0,-1,1,0,200,480,600,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Barbarian_Light_Slingers,93,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,27,0,1,12,600,1,0,barb_slingers,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Barbarian_Light_Javelins,94,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,24,0,1,12,600,1,0,Barb_Lt_Javelins,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Cav_Jav_Arm,96,Allies,2,Cavalry,Jinetes,4,60,25,200,20,60,0,2,16,900,1,0,pers_cav_jav_arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Cav_Jav_Prot,97,Allies,2,Cavalry,Jinetes,4,60,25,200,20,44,0,2,16,900,1,0,pers_cav_jav_prot,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Baggage,98,Allies,2,Train,Elephants,1,60,25,200,20,0,0,1,12,600,1,0,baggage,100,0,0,0,0,0,-1,1,0,200,120,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,0,0,0,50,1200,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Indian_Light_Archers,102,Allies,2,Light_Foot,ArchersTurkish,4,60,25,200,20,30,0,1,12,600,1,0,indian_lt_archers,100,0,0,0,0,0,-1,1,0,200,240,300,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Legionary_LRepub,103,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,Legionary_LRepub,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Vet_Legionaries,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Grk_arm_cav,104,Allies,2,Cavalry,Jinetes,4,60,25,200,20,40,0,2,16,900,1,0,Grk_arm_cav,100,0,0,0,1,0,-1,1,0,200,240,400,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,Vet_Arm_Cavalry,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Barb_LH_Jav,106,,,Light_Horse,Jinetes,2,60,25,200,20,24,0,2,20,1100,1,0,Barb_LH_Jav,100,0,0,0,1,0,-1,1,0,200,120,200,0,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Samnite_Foot,108,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,42,0,1,10,600,1,0,samnite,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Vet_Samnite_Foot,109,,,Medium_Foot,Pikes,8,60,25,200,20,66,0,1,10,600,1,0,samnite_vet,100,0,0,0,1,0,-1,1,0,200,480,600,75,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Immortals,55,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,75,0,1,10,600,1,0,Persian_Immortals,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sparabara_Foot,56,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,45,0,1,10,600,1,0,Sparabara_foot,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arm_Citizen_Hoplites,57,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,54,0,1,10,600,1,0,Hoplites_cit_arm,100,0,0,0,1,0,-1,1,0,200,480,600,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,Arm_Vet_Hoplites,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arm_Vet_Hoplites,59,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,Hoplite_vet_arm,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Persian_Cav_Arm_Bow,95,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,64,0,2,16,900,1,0,pers_cav_bw_arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arm_Cit_Hop_Shallow,99,Allies,2,Undrilled_Heavy_Foot,Pikes,4,60,25,200,20,27,0,1,10,600,1,0,Hoplites_cit_arm,100,0,0,0,1,0,-1,1,0,200,240,300,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Improvised_Camelry,100,Allies,2,Camelry,HorseArchersTurkish,4,60,25,200,20,54,0,2,16,600,1,0,arab_camelry,100,0,0,0,1,0,-1,1,0,200,240,400,100,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,25,900,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Lydian_Cavalry,101,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,64,0,2,16,900,1,0,Lydian_Cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Carth_Chariot,110,,,Heavy_Chariots,Jinetes,1,60,25,200,20,52,0,2,12,900,1,0,Carth_chariot,100,0,0,0,1,0,-1,1,0,200,150,400,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,,,-1,2500,0,50,15,350,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Prodromoi,111,,,Light_Horse,Jinetes,2,60,25,200,20,40,0,2,20,1100,1,0,Prodromoi,100,0,0,0,1,0,-1,1,0,200,120,200,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Legionaries,42,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,78,0,1,10,600,1,0,legionaries,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Vet_Legionaries,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Auxilia,45,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,42,0,1,10,600,1,0,Auxilia,100,0,0,0,1,0,-1,1,0,200,480,600,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Aux_Archers,46,Allies,2,Bowmen,ArchersTurkish,8,60,25,200,20,42,0,1,10,600,1,0,aux_arm_archers,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Armoured_Lancers,47,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,44,0,2,16,900,1,0,arm_lancers,100,0,0,0,1,0,-1,1,0,200,240,400,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,Arm_Lancers_Late,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arm_Horse_Archers,58,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,64,0,2,16,900,1,0,Arm_Horse_Archers,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Legio_Palatina,65,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,75,0,1,10,600,1,0,legio_palatina,100,0,0,0,1,0,-1,1,0,200,480,600,100,200,200,0,0,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0,80,100,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Legio_Comitatensis,66,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,48,0,1,10,600,1,0,legio_comitatensis,100,0,0,0,1,0,-1,1,0,200,480,600,75,100,100,0,0,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0,80,100,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Aux_Palatina,67,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,54,0,1,10,600,1,0,aux_palatina,100,0,0,0,1,0,-1,1,0,200,480,600,50,200,200,0,0,0,0,0,20,0,0,0,0,80,0,0,0,0,0,0,0,80,100,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Limitanii,68,Allies,2,Heavy_Foot,Pikes,8,60,25,200,20,24,0,1,10,600,1,0,limitanii,100,0,0,0,1,0,-1,1,0,200,480,600,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,Pseudocomitatenses,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Ave_Arm_H_Archers,69,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,50,0,2,16,900,1,0,Ave_Arm_H_Archers,100,0,0,0,1,0,-1,1,0,200,240,400,100,125,125,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,Arm_Horse_Archers,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sup_Nomad_LH,70,Allies,2,Light_Horse,HorseArchers,2,60,25,200,20,44,0,2,20,1100,1,0,nomad_LH_sup,100,0,0,0,1,0,-1,1,0,200,120,200,0,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,900,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sup_Nomad_Cavalry,71,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,54,0,2,16,900,1,0,nomad_cav_sup,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,900,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Pictish_Spearmen,83,Allies,2,Medium_Foot,Pikes,12,60,25,200,20,51,0,1,10,600,1,0,pictish_spearman,100,0,0,0,1,0,-1,1,0,200,720,900,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Zealots,84,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,57,0,1,10,600,1,0,zealots,100,0,0,0,1,0,-1,0,0,200,480,600,25,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,-1,0,3,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Rom_vet_cavalry,105,Allies,2,Cavalry,Jinetes,4,60,25,200,20,60,0,2,16,900,1,0,Rom_vet_cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Arm_Lancers_Late,107,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,64,0,2,16,900,1,0,arm_lancers_late,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Slav_foot,112,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,30,0,1,10,600,1,0,slav_foot,100,0,0,0,1,0,-1,1,0,200,480,600,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sub_Roman_Foot,124,Allies,2,Undrilled_Heavy_Foot,Pikes,12,60,25,200,20,41,0,1,10,600,1,0,limitanii,100,0,0,0,1,0,-1,1,0,200,720,900,50,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Brythonic_Foot,126,Allies,2,Medium_Foot,Pikes,8,60,25,200,20,33,0,1,10,600,1,0,Brythonic_Foot,100,0,0,0,1,0,-1,1,0,200,480,600,25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Bulgar_LH,113,Allies,2,Light_Horse,HorseArchers,2,60,25,200,20,36,0,2,20,1100,1,0,Bulgar_LH,100,0,0,0,1,0,-1,1,0,200,120,200,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,900,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Bulgar_Cavalry,114,Allies,2,Cavalry,HorseArchersTurkish,4,60,25,200,20,42,0,2,16,900,1,0,Bulgar_Cavalry,100,0,0,0,1,0,-1,1,0,200,240,400,50,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,900,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Byz_Lancers_Vet,115,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,71,0,2,16,900,1,0,byz_lancers_vet,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,2500,1,-100,6.8,350,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Byz_Lancers_Ave,116,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,53,0,2,16,900,1,0,byz_lancers_ave,100,0,0,0,1,0,-1,1,0,200,240,400,100,125,125,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,2500,1,-100,6.8,350,,Byz_Lancers_Vet,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
DA_Def_Spear,117,Allies,2,Undrilled_Heavy_Foot,Pikes,8,60,25,200,20,36,0,1,10,600,1,0,DA_Def_Spear,100,0,0,0,1,0,-1,1,0,200,480,600,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
DA_Def_Spear_Raw,118,Allies,2,Undrilled_Heavy_Foot,Pikes,12,60,25,200,20,33,0,1,10,600,1,0,DA_Def_Spear_Raw,100,0,0,0,1,0,-1,1,0,200,720,900,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,-1,2500,3,-100,4.5,275,,DA_Def_Spear,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Lancers_ArmD,119,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,64,0,2,16,900,1,0,noble_lancers_arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,Dis_Nob_Lanc_Arm,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Noble_Lancers_ProtD,120,Allies,2,Cavalry,NonLightLancers,4,60,25,200,20,48,0,2,16,900,1,0,noble_lance_prot,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,Dis_Nob_Lanc_Prot,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Dis_Nob_Lanc_Arm,121,Allies,2,Undrilled_Heavy_Foot,Pikes,4,60,25,200,20,48,0,1,10,600,1,0,Dis_Nob_Lanc_Arm,100,0,0,0,1,0,-1,1,0,200,240,400,100,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,1100,1,-100,18,620,Noble_Lancers_ArmD,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Dis_Nob_Lanc_Prot,122,Allies,2,Undrilled_Heavy_Foot,Pikes,4,60,25,200,20,36,0,1,10,600,1,0,Dis_Nob_Lanc_Prot,100,0,0,0,1,0,-1,1,0,200,240,400,50,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,,,-1,1100,1,-100,18,620,Noble_Lancers_ProtD,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Byz_Flankers,123,Allies,2,Light_Horse,HorseArchersTurkish,2,60,25,200,20,44,0,2,20,1100,1,0,Byz_Flankers,100,0,0,0,1,0,-1,1,0,200,120,200,75,125,125,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,21,800,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Dis_Ave_Arm_HA,125,Allies,2,Bowmen,HorseArchersTurkish,4,60,25,200,20,34,0,2,10,600,1,0,Dis_Ave_Arm_HA,100,0,0,0,1,0,-1,1,0,200,240,400,50,125,125,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,,,-1,0,1,-100,18,620,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
